#{"t_start": 1764313774.8809488, "env_id": "FlappyBird-v0"}
r,l,t
3.9,50,108.361652
3.9,50,108.383632
3.9,50,108.406778
3.9,50,108.428797
3.9,50,108.451986
8.4,86,108.490411
3.9,50,108.514079
3.9,50,108.536451
4.3,54,108.562029
8.4,86,108.601363
8.4,86,108.641273
12.9,122,108.696491
3.9,50,108.719968
3.9,50,108.742936
3.9,50,108.766751
3.9,50,108.789252
3.9,50,108.81303
8.4,86,108.851879
6.2,64,108.880498
6.8,70,108.913293
6.4,66,108.943123
3.9,50,108.966819
6.5,67,108.996528
3.9,50,109.020816
8.4,86,109.06097
8.4,86,109.101717
12.9,122,109.15799
6.2,64,109.189022
6.2,64,109.219187
3.9,50,109.242825
6.2,64,109.272565
3.9,50,109.295146
8.4,86,109.335812
6.5,67,109.36714
3.9,50,109.391099
3.9,50,109.415257
3.9,50,109.437676
3.9,50,109.461411
3.9,50,109.483945
8.4,86,109.524343
3.9,50,109.548006
3.9,50,109.572396
6.6,68,109.605961
3.9,50,109.628563
3.9,50,109.651985
3.9,50,109.674678
3.9,50,109.700491
6.5,67,109.730914
12.9,122,109.787825
6.6,68,109.819371
15.7,141,109.882879
8.4,86,109.922858
3.9,50,109.944913
13.3,126,110.002643
3.9,50,110.025003
8.4,86,110.064539
8.4,86,110.103186
9.2,94,110.146307
4.0,51,110.168602
3.9,50,110.191823
17.9,163,110.268658
3.9,50,110.291443
4.4,55,110.316732
3.9,50,110.339357
8.4,86,110.379499
3.9,50,110.402562
8.4,86,110.442112
4.7,58,110.468325
4.7,58,110.495209
6.4,66,110.524894
6.6,68,110.555295
3.9,50,110.578498
3.9,50,110.600864
6.8,70,110.635384
11.3,106,110.684507
6.6,68,110.715995
8.4,86,110.757084
3.9,50,110.779625
6.3,65,110.810725
3.9,50,110.833185
6.8,70,110.865877
8.4,86,110.900014
10.8,101,110.945561
12.9,122,111.002341
6.8,70,111.034283
3.9,50,111.057885
3.9,50,111.079236
3.9,50,111.098444
11.3,106,111.145415
11.0,103,111.193448
15.7,141,111.259013
8.4,86,111.299147
17.9,163,111.374306
6.0,62,111.402864
8.4,86,111.443794
3.9,50,111.467162
3.9,50,111.491194
22.4,199,111.584185
3.9,50,111.608079
3.9,50,111.630737
11.1,104,111.679619
3.9,50,111.703965
3.9,50,111.726895
3.9,50,111.750807
8.4,86,111.790226
11.3,106,111.840247
3.9,50,111.862944
11.0,103,111.911958
3.9,50,111.936001
3.9,50,111.959237
3.9,50,111.9837
3.9,50,112.006811
10.7,100,112.055776
3.9,50,112.080492
15.6,140,112.146093
8.6,88,112.186644
8.4,86,112.225605
3.9,50,112.248069
3.9,50,112.270274
3.9,50,112.293778
8.4,86,112.333167
3.9,50,112.356387
8.4,86,112.394912
6.4,66,112.425178
6.8,70,112.456959
8.4,86,112.49773
3.9,50,112.520972
34.5,293,112.655242
4.0,51,112.678355
4.0,51,112.701986
8.4,86,112.740774
10.6,99,112.786076
8.9,91,112.828156
4.5,56,112.854861
17.9,163,112.933605
3.9,50,112.956031
3.9,50,112.981901
22.4,199,113.082475
15.8,142,113.151047
8.4,86,113.190447
3.9,50,113.213522
8.4,86,113.251524
13.7,130,113.312393
2.2,33,113.327947
4.5,56,113.3549
3.9,50,113.379334
9.1,93,113.423266
8.4,86,113.464425
8.6,88,113.505961
6.2,64,113.535804
12.9,122,113.59413
5.0,61,113.622642
3.9,50,113.646702
8.4,86,113.687093
4.4,55,113.713607
12.9,122,113.771165
8.4,86,113.811267
6.5,67,113.841666
3.9,50,113.863849
6.6,68,113.894675
3.9,50,113.918528
8.4,86,113.957689
6.0,62,113.986803
3.9,50,114.010828
13.8,131,114.072442
4.8,59,114.100118
3.9,50,114.122928
2.9,40,114.141455
8.4,86,114.182046
2.0,31,114.196537
3.9,50,114.221722
3.9,50,114.244457
2.0,31,114.259949
3.9,50,114.284251
0.3,50,114.307527
8.5,87,114.347732
2.2,33,114.362729
2.0,31,114.377806
2.0,31,114.393215
3.9,50,114.416134
4.8,59,114.443481
3.9,50,114.46554
2.0,31,114.479873
3.9,50,114.643051
4.4,55,114.671049
2.0,31,114.688281
3.9,50,114.723798
3.9,50,114.747772
3.9,50,114.779823
-0.9,50,114.805649
3.9,50,114.837236
9.4,96,114.883073
8.4,86,114.923651
3.9,50,114.948008
3.9,50,114.97116
8.4,86,115.01304
3.9,50,115.035517
2.0,31,115.0509
2.0,31,115.065513
17.9,163,115.141728
3.9,50,115.166075
3.9,50,115.18973
3.9,50,115.214186
11.0,103,115.262308
3.9,50,115.28532
-2.1,50,115.309353
3.9,50,115.332598
8.4,86,115.373001
13.3,126,115.431771
3.9,50,115.4563
6.2,64,115.487186
3.9,50,115.511606
3.9,50,115.535519
6.0,62,115.559283
6.7,69,115.585536
3.9,50,115.607932
3.9,50,115.631817
3.9,50,115.656969
8.4,86,115.696425
6.2,64,115.726197
3.9,50,115.750443
3.9,50,115.77345
3.9,50,115.797257
6.4,66,115.827854
8.4,86,115.869106
8.4,86,115.909596
3.9,50,115.934258
6.8,70,115.965764
10.8,101,116.012979
3.9,50,116.035268
3.9,50,116.058689
29.4,251,116.17424
3.9,50,116.198187
3.9,50,116.221179
8.5,87,116.261808
8.4,86,116.302106
4.8,59,116.328511
4.1,52,116.353492
17.9,163,116.42941
12.9,122,116.48894
8.8,90,116.530519
6.8,70,116.563472
9.5,97,116.609154
6.7,69,116.642936
4.5,56,116.66967
3.9,50,116.694363
6.8,70,116.728172
3.9,50,116.753092
4.5,56,116.78093
6.5,67,116.813367
4.7,58,116.841347
8.4,86,116.876462
8.4,86,116.910679
3.9,50,116.931891
5.0,61,116.95943
6.4,66,116.98402
6.3,65,117.009902
15.0,134,117.073807
6.0,62,117.102138
6.1,63,117.131449
5.0,61,117.159612
3.9,50,117.183284
2.0,31,117.198081
6.6,68,117.229399
4.2,53,117.253561
3.9,50,117.275896
2.0,31,117.290423
3.9,50,117.314069
4.0,51,117.336371
2.0,31,117.351065
3.9,50,117.375361
3.9,50,117.398189
8.4,86,117.440173
6.6,68,117.472082
20.4,179,117.55164
6.1,63,117.580251
8.4,86,117.619599
9.4,96,117.663276
6.4,66,117.692657
3.9,50,117.715589
8.4,86,117.752179
6.7,69,117.779475
3.9,50,117.803149
3.9,50,117.828011
3.9,50,117.852827
3.9,50,117.876232
2.0,31,117.891372
10.6,99,117.938375
3.9,50,117.96133
3.9,50,117.985507
13.5,128,118.043593
3.9,50,118.065996
4.4,55,118.091089
3.9,50,118.112517
6.7,69,118.144527
8.5,87,118.185369
3.9,50,118.208069
10.5,98,118.254131
2.0,31,118.267695
8.4,86,118.309263
8.4,86,118.348036
3.9,50,118.371566
13.8,131,118.434559
8.4,86,118.474591
8.4,86,118.517981
22.4,199,118.610824
3.9,50,118.634898
3.9,50,118.657823
4.5,56,118.684127
28.1,247,118.800381
3.9,50,118.824003
8.5,87,118.863592
4.9,60,118.892183
4.5,56,118.918828
9.4,96,118.965142
4.5,56,118.991961
10.5,98,119.039514
6.0,62,119.068507
3.9,50,119.093107
8.4,86,119.13275
3.9,50,119.156436
12.9,122,119.205568
8.4,86,119.239605
3.9,50,119.258363
3.9,50,119.27803
5.0,61,119.305479
6.7,69,119.338994
6.4,66,119.372141
4.9,60,119.404283
3.9,50,119.436308
8.4,86,119.491893
4.9,60,119.514707
3.9,50,119.533074
10.8,101,119.572108
8.4,86,119.605039
15.4,138,119.660691
13.3,126,119.715384
18.8,172,119.789371
12.9,122,119.840843
8.4,86,119.874111
4.1,52,119.89329
3.9,50,119.912717
10.8,101,119.950472
3.9,50,119.968692
3.9,50,119.988004
3.9,50,120.006264
13.3,126,120.058261
3.9,50,120.078107
4.7,58,120.100858
6.5,67,120.128617
8.4,86,120.161398
8.4,86,120.194985
4.7,58,120.216623
-3.3,50,120.241803
3.9,50,120.260606
3.9,50,120.27992
8.4,86,120.312512
3.9,50,120.331861
3.9,50,120.350369
4.2,53,120.370281
12.9,122,120.417674
9.4,96,120.454942
3.9,50,120.473214
3.9,50,120.492349
12.9,122,120.538638
8.4,86,120.571373
3.9,50,120.590087
13.6,129,120.639668
3.9,50,120.658035
3.9,50,120.676995
8.4,86,120.71498
3.9,50,120.737674
4.9,60,120.760061
4.8,59,120.78152
3.9,50,120.800837
3.9,50,120.819477
3.9,50,120.839104
6.5,67,120.865318
3.9,50,120.883491
13.6,129,120.934695
8.4,86,120.968232
9.3,95,121.004492
3.9,50,121.023327
3.9,50,121.042476
6.8,70,121.068697
0.3,50,121.087848
3.9,50,121.106299
3.9,50,121.125548
4.3,54,121.146266
3.9,50,121.16648
4.9,60,121.189063
3.9,50,121.208027
3.9,50,121.230229
3.9,50,121.249651
3.9,50,121.270046
3.9,50,121.288812
3.9,50,121.308095
17.9,163,121.369951
4.5,56,121.391269
15.3,137,121.446497
3.9,50,121.467318
8.4,86,121.50351
13.3,126,121.55139
2.0,31,121.563536
6.4,66,121.588287
3.9,50,121.610574
2.4,86,121.643117
3.9,50,121.662781
10.7,100,121.700964
4.0,51,121.720904
3.9,50,121.739522
-6.9,50,121.759124
6.7,69,121.785269
4.0,51,121.805306
3.9,50,121.824259
3.9,50,121.84412
8.4,86,121.876867
3.9,50,121.897508
3.9,50,121.915964
8.4,86,121.948726
4.8,86,121.980202
2.0,31,121.992361
2.0,31,122.004443
3.9,50,122.024492
8.4,86,122.057804
3.9,50,122.077135
3.9,50,122.096642
2.1,50,122.115084
4.3,54,122.13612
3.9,50,122.154632
3.9,50,122.173723
3.9,50,122.191969
9.2,94,122.228301
3.9,50,122.247716
3.9,50,122.268159
2.7,50,122.286816
3.9,50,122.306071
4.0,51,122.325122
2.7,50,122.344845
3.9,50,122.364013
3.9,50,122.383798
3.9,50,122.403194
3.9,50,122.424239
3.9,50,122.444912
3.9,50,122.46458
3.9,50,122.482909
3.9,50,122.50225
2.0,31,122.5143
12.9,122,122.559421
3.9,50,122.5787
3.9,50,122.597079
8.4,86,122.6298
3.9,50,122.648951
3.9,50,122.668033
3.9,50,122.68883
3.9,50,122.707729
3.9,50,122.726148
4.6,57,122.7473
3.9,50,122.766509
3.9,50,122.785778
3.9,50,122.805217
8.4,86,122.837531
3.9,50,122.856616
4.9,60,122.879267
3.9,50,122.897463
3.9,50,122.91634
3.9,50,122.934409
3.9,50,122.953424
3.9,50,122.971804
3.9,50,122.991036
11.3,106,123.030287
3.9,50,123.049246
6.1,63,123.073282
3.9,50,123.091739
3.9,50,123.11241
3.9,50,123.134043
3.9,50,123.153911
3.9,50,123.172682
3.9,50,123.191803
3.9,50,123.210714
8.4,86,123.246466
3.9,50,123.266972
3.9,50,123.288139
2.0,31,123.301936
8.4,86,123.347997
3.9,50,123.371106
2.0,31,123.386149
3.9,50,123.409732
3.9,50,123.432126
3.9,50,123.456658
8.6,88,123.498394
3.9,50,123.520907
17.9,163,123.589343
3.9,50,123.610268
4.0,51,123.631328
3.9,50,123.651958
3.9,50,123.670778
20.3,178,123.739832
3.9,50,123.758776
2.0,31,123.770919
2.0,31,123.784134
3.9,50,123.806619
8.4,86,123.842206
12.9,122,123.897433
10.9,102,123.945446
12.9,122,124.002374
3.9,50,124.02869
3.9,50,124.052834
3.9,50,124.076289
3.9,50,124.100202
3.9,50,124.124718
3.9,50,124.148145
8.4,86,124.188555
3.9,50,124.211399
3.9,50,124.235659
3.9,50,124.256044
3.9,50,124.280001
3.9,50,124.302811
8.4,86,124.343512
8.4,86,124.382993
3.9,50,124.407014
3.9,50,124.429879
9.2,94,124.475051
3.9,50,124.498466
8.4,86,124.539038
3.9,50,124.561794
6.6,68,124.592819
8.4,86,124.633349
3.9,50,124.656103
12.9,122,124.715095
18.4,168,124.794322
8.4,86,124.834828
3.9,50,124.859144
17.9,163,124.936293
8.4,86,124.97683
3.9,50,125.00024
3.9,50,125.024695
4.2,53,125.047136
4.3,54,125.072897
12.9,122,125.13034
3.9,50,125.154584
4.8,59,125.181794
8.4,86,125.222342
3.9,50,125.245365
3.9,50,125.269454
3.9,50,125.292396
4.5,56,125.31888
3.9,50,125.342748
15.0,134,125.404344
22.4,199,125.497282
3.9,50,125.520951
12.9,122,125.576592
4.8,59,125.604002
8.4,86,125.643909
12.9,122,125.703525
4.4,55,125.729482
12.9,122,125.785648
3.9,50,125.809335
9.5,97,125.85464
13.7,130,125.914965
9.0,92,125.95903
3.9,50,125.982282
3.9,50,126.00451
8.9,91,126.045972
3.9,50,126.069575
3.9,50,126.09215
3.9,50,126.115462
4.6,57,126.140951
3.9,50,126.163291
3.9,50,126.186709
6.8,70,126.21903
3.9,50,126.243216
10.9,102,126.291008
3.9,50,126.315343
4.3,54,126.340219
5.0,61,126.37291
6.8,70,126.40553
3.9,50,126.429175
1.5,50,126.451481
6.5,67,126.482107
6.2,64,126.511079
3.9,50,126.533793
8.7,89,126.575474
3.9,50,126.598059
8.4,86,126.63853
6.7,69,126.669997
8.4,86,126.708901
3.9,50,126.73245
3.9,50,126.754946
4.1,52,126.778598
4.6,57,126.80548
3.9,50,126.828535
10.8,101,126.876272
4.5,56,126.902496
3.9,50,126.926507
12.9,122,126.98238
8.4,86,127.021555
3.9,50,127.044003
12.9,122,127.099561
3.9,50,127.121985
3.9,50,127.145567
3.9,50,127.168074
4.3,54,127.193494
13.4,127,127.251508
3.9,50,127.274125
8.9,91,127.319563
4.3,54,127.343668
0.3,50,127.367528
3.9,50,127.390295
3.9,50,127.414005
8.4,86,127.454146
8.4,86,127.495658
4.6,57,127.522588
3.9,50,127.546552
3.9,50,127.568702
12.9,122,127.626653
17.9,163,127.702403
3.9,50,127.726323
22.4,199,127.82107
3.9,50,127.84361
6.1,63,127.873358
22.4,199,127.966209
3.9,50,127.988447
4.3,54,128.013877
8.4,86,128.053505
6.6,68,128.085009
10.9,102,128.131949
3.9,50,128.154419
8.4,86,128.190332
8.4,86,128.228765
3.9,50,128.252264
8.4,86,128.295647
4.4,55,128.33257
4.3,54,128.373303
3.9,50,128.410172
3.9,50,128.445756
8.4,86,128.522663
3.9,50,128.56355
8.9,91,128.621679
1.5,50,128.642404
12.9,122,128.698355
3.9,50,128.723557
8.4,86,128.773559
4.0,51,128.809293
4.4,55,128.838712
8.4,86,128.88061
3.9,50,128.904498
18.5,169,128.98151
1.5,50,129.000039
4.8,59,129.026325
17.9,163,129.101345
12.9,122,129.156643
8.4,86,129.197346
3.9,50,129.22056
3.9,50,129.24531
8.4,86,129.285245
4.1,52,129.309879
8.4,86,129.351167
8.6,88,129.392571
8.4,86,129.431628
5.0,61,129.460526
8.4,86,129.499873
4.3,54,129.526734
4.6,57,129.678006
3.9,50,129.701372
4.3,54,129.728485
4.8,59,129.756272
10.5,98,129.808059
15.5,139,129.882517
3.9,50,129.904729
4.7,58,129.934233
13.6,129,129.998095
3.9,50,130.023218
6.0,62,130.053388
6.4,66,130.084938
-1.5,50,130.107682
8.4,86,130.148863
3.9,50,130.171485
3.9,50,130.197467
3.9,50,130.22051
8.4,86,130.262131
3.9,50,130.284995
3.9,50,130.309309
3.9,50,130.332718
-2.1,50,130.357129
3.9,50,130.380579
3.9,50,130.406122
9.4,96,130.452304
4.0,51,130.476214
8.4,86,130.519059
4.7,58,130.54708
-7.5,50,130.574143
3.9,50,130.599396
12.9,122,130.668968
4.1,52,130.698012
4.9,60,130.728984
6.7,69,130.770025
3.9,50,130.796419
8.4,86,130.84342
8.8,90,130.905731
3.9,50,130.93656
8.4,86,130.986379
4.3,54,131.015715
3.9,50,131.062831
3.9,50,131.088402
4.7,58,131.124817
3.9,50,131.152524
3.9,50,131.179271
3.9,50,131.204583
6.6,68,131.241122
3.9,50,131.268698
4.9,60,131.298294
3.9,50,131.321878
3.9,50,131.347952
3.9,50,131.374079
9.4,96,131.420287
4.7,58,131.450332
3.9,50,131.475471
5.0,61,131.510603
8.4,86,131.554234
5.0,61,131.583681
12.9,122,131.64296
3.9,50,131.665903
3.9,50,131.692038
5.0,61,131.720772
12.9,122,131.777985
11.3,106,131.829889
9.4,96,131.87599
8.4,86,131.91607
3.9,50,131.939894
-3.3,50,131.962493
4.7,58,131.991675
10.7,100,132.038839
6.0,62,132.067421
6.7,69,132.101354
3.9,50,132.125691
3.9,50,132.150129
4.7,58,132.178271
12.9,122,132.236441
13.5,128,132.296437
8.4,86,132.336875
3.9,50,132.360517
4.5,56,132.386372
8.4,86,132.425505
8.4,86,132.466523
6.4,66,132.498586
3.9,50,132.52319
3.9,50,132.546674
3.9,50,132.571265
8.4,86,132.612234
6.1,63,132.640306
-2.1,50,132.662793
6.8,70,132.696132
3.9,50,132.718765
15.4,138,132.783906
8.4,86,132.824288
6.5,67,132.856232
3.9,50,132.88026
3.9,50,132.902953
3.9,50,132.927682
8.4,86,132.9679
6.8,70,133.0002
6.3,65,133.030123
8.4,86,133.069596
8.4,86,133.110454
8.4,86,133.150281
20.7,182,133.234072
3.9,50,133.256483
15.1,135,133.318606
3.9,50,133.342196
18.3,167,133.422242
9.4,96,133.467938
3.9,50,133.491458
12.9,122,133.548105
8.4,86,133.588377
3.9,50,133.611514
6.8,70,133.645325
12.9,122,133.701732
12.9,122,133.75925
8.4,86,133.798239
3.9,50,133.822389
3.9,50,133.845536
12.9,122,133.905287
8.5,87,133.946084
4.9,60,133.974336
3.9,50,133.997166
6.6,68,134.028967
8.4,86,134.070051
8.4,86,134.110821
12.9,122,134.169374
18.8,172,134.253424
8.4,86,134.293813
3.9,50,134.318589
6.6,68,134.352018
8.4,86,134.392487
8.4,86,134.436829
4.0,51,134.461335
5.0,61,134.492773
3.9,50,134.515626
6.8,70,134.549732
12.9,122,134.607645
6.4,66,134.639318
12.9,122,134.694819
4.8,59,134.722365
3.9,50,134.744979
8.4,86,134.785656
4.2,53,134.810006
6.4,66,134.841791
4.5,56,134.867513
8.4,86,134.908983
3.9,50,134.932659
6.2,64,134.962292
4.1,52,134.986543
4.5,56,135.012215
3.9,50,135.034657
11.1,104,135.085157
3.9,50,135.108458
3.9,50,135.131018
6.7,69,135.16362
3.9,50,135.187004
3.9,50,135.20959
3.9,50,135.233122
9.2,94,135.276039
8.4,86,135.31753
8.4,86,135.357516
4.7,58,135.385525
17.9,163,135.463521
3.9,50,135.486533
8.4,86,135.527822
12.9,122,135.585881
3.9,50,135.609704
3.9,50,135.632362
4.2,53,135.656707
10.7,100,135.703637
4.8,59,135.731872
4.3,54,135.758472
6.8,70,135.790244
4.2,53,135.814566
3.9,50,135.838019
3.9,50,135.860647
3.9,50,135.883653
4.3,54,135.908166
3.9,50,135.93187
4.3,54,135.955954
13.2,125,136.016709
10.9,102,136.063688
3.9,50,136.088
8.4,86,136.127699
3.9,50,136.151393
18.4,168,136.232748
8.4,86,136.272334
3.9,50,136.296342
3.9,50,136.31955
8.4,86,136.360627
4.5,56,136.386906
12.9,122,136.442695
12.9,122,136.498853
4.3,54,136.523356
3.9,50,136.54718
8.4,86,136.587144
3.9,50,136.611639
6.7,69,136.64406
11.2,105,136.693302
4.4,55,136.719908
3.9,50,136.742953
4.0,51,136.767486
3.9,50,136.792285
4.7,58,136.818894
8.4,86,136.859628
10.8,101,136.906704
3.9,50,136.929719
3.9,50,136.953357
3.9,50,136.97614
-6.9,50,137.000192
3.9,50,137.022982
3.9,50,137.046721
3.9,50,137.069119
17.9,163,137.145207
8.9,91,137.189175
-4.5,50,137.212726
3.9,50,137.23621
4.0,51,137.26114
8.4,86,137.301592
3.9,50,137.326138
3.9,50,137.349563
3.9,50,137.374465
4.6,57,137.401127
4.4,55,137.427764
4.1,52,137.452639
4.1,52,137.477675
3.9,50,137.501181
3.9,50,137.525365
3.9,50,137.548298
3.9,50,137.572686
3.9,50,137.595975
8.8,90,137.639977
3.9,50,137.663133
4.1,52,137.687814
8.4,86,137.728492
4.7,58,137.755296
12.9,122,137.814921
3.9,50,137.837759
18.4,168,137.917437
4.8,59,137.946807
6.7,69,137.982467
6.6,68,138.015946
4.6,57,138.043325
6.5,67,138.075425
26.9,235,138.18751
8.4,86,138.224402
8.4,86,138.258136
3.9,50,138.277017
4.4,55,138.298551
6.8,70,138.330999
3.9,50,138.353483
4.5,56,138.379544
4.3,54,138.402209
3.9,50,138.426296
6.1,63,138.456262
18.3,167,138.533956
5.0,61,138.56266
8.4,86,138.605946
10.6,99,138.653841
5.0,61,138.682534
4.4,55,138.709189
4.2,53,138.735514
4.7,58,138.764168
4.1,52,138.789205
8.4,86,138.830041
9.5,97,138.87691
-6.9,50,138.899317
8.4,86,138.940453
15.4,138,139.004938
12.9,122,139.063955
22.4,199,139.155899
4.6,57,139.183705
3.9,50,139.208148
2.0,31,139.223122
3.9,50,139.246132
4.6,57,139.27396
3.9,50,139.298653
3.9,50,139.322587
5.0,61,139.351412
4.7,58,139.378262
-3.9,50,139.40267
2.0,31,139.417749
3.9,50,139.440219
8.4,86,139.481171
6.5,67,139.511093
4.1,52,139.535425
-0.9,50,139.558615
3.9,50,139.581111
10.9,102,139.628698
11.3,106,139.678003
3.9,50,139.703491
3.9,50,139.728072
9.0,92,139.773915
6.0,62,139.806017
2.0,31,139.822428
8.4,86,139.861846
8.4,86,139.902457
6.8,70,139.934687
8.4,86,139.975948
3.9,50,139.999209
3.9,50,140.023102
15.5,139,140.091347
8.4,86,140.134009
4.5,56,140.163904
8.4,86,140.207473
8.4,86,140.251177
6.4,66,140.275921
3.9,50,140.295718
12.9,122,140.343153
6.4,66,140.36891
3.9,50,140.387431
3.9,50,140.4066
4.4,55,140.431559
6.8,70,140.461185
3.9,50,140.481477
9.2,94,140.520581
3.9,50,140.541266
3.9,50,140.561099
3.9,50,140.580615
9.2,94,140.616071
3.9,50,140.635363
6.0,62,140.658243
3.9,50,140.67731
6.8,70,140.703999
3.9,50,140.727383
3.9,50,140.748836
3.9,50,140.770412
3.9,50,140.78911
6.7,69,140.815116
4.1,52,140.83504
3.9,50,140.860177
3.9,50,140.878779
22.4,199,140.961151
8.4,86,140.993972
6.0,62,141.016727
11.1,104,141.058862
3.9,50,141.078995
8.4,86,141.110756
11.1,104,141.150144
3.9,50,141.1706
13.1,124,141.221241
6.7,69,141.24953
9.3,95,141.285453
4.1,52,141.305354
12.9,122,141.350482
4.6,57,141.371639
4.6,57,141.393586
27.9,245,141.486569
4.3,54,141.506447
12.9,122,141.553176
3.9,50,141.571367
12.9,122,141.620731
6.5,67,141.647118
17.9,163,141.710871
8.4,86,141.748561
8.4,86,141.781002
6.6,68,141.809489
3.9,50,141.82909
3.9,50,141.847696
10.8,101,141.886543
8.4,86,141.920928
13.4,127,141.971571
3.9,50,141.989773
8.4,86,142.023138
6.7,69,142.048393
4.3,54,142.069601
8.4,86,142.102493
13.0,123,142.148807
8.6,88,142.182876
4.0,51,142.203375
8.4,86,142.235593
3.9,50,142.254839
8.4,86,142.286336
13.3,126,142.333957
5.0,61,142.356942
17.9,163,142.418744
8.6,88,142.451593
8.4,86,142.482893
4.9,60,142.505466
3.9,50,142.525375
12.9,122,142.572998
8.4,86,142.614227
3.9,50,142.637344
6.7,69,142.669522
22.4,199,142.747247
11.2,105,142.787376
6.8,70,142.816032
3.9,50,142.834961
15.7,141,142.89106
3.9,50,142.909819
3.9,50,142.929292
2.0,31,142.940554
3.9,50,142.959975
3.9,50,142.97849
8.4,86,143.011541
3.9,50,143.030318
6.0,62,143.054243
3.9,50,143.072952
3.9,50,143.092442
6.0,62,143.115783
3.9,50,143.135139
5.0,61,143.157932
3.9,50,143.177477
3.9,50,143.19749
4.8,59,143.219938
4.2,53,143.239476
4.5,56,143.260238
3.9,50,143.279644
3.9,50,143.298263
9.4,96,143.334508
8.4,86,143.367322
27.4,240,143.458006
12.9,122,143.503211
22.5,200,143.58475
4.5,56,143.60565
-2.1,50,143.624497
4.4,55,143.643991
11.2,105,143.68377
6.8,70,143.709287
6.8,70,143.735759
6.2,64,143.759418
3.9,50,143.777902
11.2,105,143.816523
4.8,59,143.838634
6.7,69,143.864247
6.5,67,143.889282
6.7,69,143.91489
8.4,86,143.947344
6.6,68,143.972365
3.9,50,143.990381
8.6,88,144.023327
4.0,51,144.042478
3.9,50,144.062128
3.9,50,144.080327
3.9,50,144.099093
3.9,50,144.117289
8.4,86,144.149409
8.4,86,144.18097
3.9,50,144.199938
6.8,70,144.225515
3.9,50,144.245076
22.4,199,144.325904
5.0,61,144.349523
8.4,86,144.380966
8.4,86,144.414021
3.9,50,144.433035
9.0,92,144.470378
3.9,50,144.490094
10.7,100,144.528683
4.7,58,144.624981
8.4,86,144.727
5.0,61,144.756738
3.9,50,144.776979
8.7,89,144.820617
12.9,122,144.886338
3.9,50,144.909603
3.9,50,144.928351
8.4,86,144.961283
3.9,50,144.980021
3.9,50,144.998967
4.6,57,145.020217
6.7,69,145.045926
3.9,50,145.065252
6.0,62,145.088511
13.7,130,145.142408
10.8,101,145.190325
5.0,61,145.219017
6.3,65,145.250079
4.7,58,145.278442
3.9,50,145.300686
8.4,86,145.340451
3.9,50,145.359236
8.4,86,145.391908
3.9,50,145.410201
3.9,50,145.430135
12.9,122,145.47617
6.8,70,145.503857
6.8,70,145.529549
34.4,292,145.647736
12.9,122,145.693868
12.9,122,145.740015
6.8,70,145.767645
29.8,255,145.868613
8.8,90,145.902846
4.8,59,145.925762
12.9,122,145.975596
12.9,122,146.026024
4.6,57,146.04792
8.4,86,146.081125
6.3,65,146.106941
12.9,122,146.154456
8.7,89,146.191371
8.4,86,146.223823
12.9,122,146.280757
3.9,50,146.304085
8.4,86,146.346852
8.4,86,146.386636
29.2,249,146.50443
6.6,68,146.538912
6.8,70,146.572418
6.0,62,146.600932
12.9,122,146.65889
8.4,86,146.697785
3.9,50,146.721255
8.4,86,146.760708
3.9,50,146.785148
8.4,86,146.825328
8.4,86,146.865372
6.5,67,146.896213
3.9,50,146.9188
6.7,69,146.951609
12.9,122,147.013906
10.7,100,147.061297
6.3,65,147.09169
2.0,31,147.106156
6.1,63,147.135512
6.2,64,147.165898
8.4,86,147.205922
8.4,86,147.247336
4.5,56,147.27379
6.2,64,147.304282
3.9,50,147.327029
9.3,95,147.371541
10.6,99,147.417768
3.9,50,147.440208
8.4,86,147.481405
4.8,59,147.507783
8.9,91,147.549967
8.4,86,147.590114
10.6,99,147.635294
4.6,57,147.662445
4.0,51,147.685011
6.1,63,147.713886
13.0,123,147.771354
6.3,65,147.801173
8.4,86,147.841154
3.9,50,147.862969
17.9,163,147.937494
3.9,50,147.960273
3.9,50,147.983421
4.6,57,148.008789
4.7,58,148.035707
4.3,54,148.059737
8.7,89,148.099782
6.7,69,148.132318
3.9,50,148.154541
8.4,86,148.196244
6.1,63,148.226701
6.7,69,148.25973
8.4,86,148.299376
3.9,50,148.324592
15.8,142,148.394181
8.4,86,148.438283
8.4,86,148.479505
8.4,86,148.523439
8.4,86,148.565194
6.3,65,148.596031
8.6,88,148.637232
3.9,50,148.661123
11.2,105,148.711319
8.4,86,148.752186
6.3,65,148.7825
3.9,50,148.806016
9.0,92,148.850654
8.5,87,148.892201
6.6,68,148.92474
3.9,50,148.948968
10.5,98,148.995024
4.3,54,149.020605
10.9,102,149.068503
4.1,52,149.093984
12.9,122,149.154644
3.9,50,149.178522
6.6,68,149.211797
8.4,86,149.25369
11.0,103,149.301758
4.7,58,149.329142
9.2,94,149.374642
3.9,50,149.399739
17.9,163,149.477654
6.3,65,149.508069
6.5,67,149.541363
13.0,123,149.599394
3.9,50,149.623196
3.9,50,149.645739
8.4,86,149.685858
6.0,62,149.713805
11.2,105,149.761825
6.4,66,149.790987
4.7,58,149.818129
10.9,102,149.864315
6.7,69,149.894965
3.9,50,149.91771
3.9,50,149.939895
8.4,86,149.979275
6.5,67,150.009954
3.9,50,150.031935
8.4,86,150.071776
13.5,128,150.132405
8.4,86,150.171411
10.5,98,150.217422
6.7,69,150.249947
4.8,59,150.278312
