²¨³¤(nm),30min
589.387128,23.333766
589.643439,23.395384
589.899727,23.443614
590.155991,23.492394
590.412233,23.537905
590.668452,23.581471
590.924647,23.628417
591.180819,23.668322
591.436968,23.713992
591.693094,23.752036
591.949197,23.804521
592.205277,23.856567
592.461333,23.910131
592.717366,23.962004
592.973376,24.024549
593.229363,24.076617
593.485327,24.132697
593.741267,24.184454
593.997184,24.234699
594.253078,24.278055
594.508948,24.307947
594.764795,24.340836
595.020619,24.37039
595.27642,24.410254
595.532197,24.466518
595.787951,24.503654
596.043681,24.551887
596.299388,24.603936
596.555071,24.650137
596.810732,24.706941
597.066368,24.759664
597.321981,24.803525
597.577571,24.844127
597.833138,24.88603
598.08868,24.923363
598.3442,24.948575
598.599695,24.983893
598.855168,25.029554
599.110616,25.088326
599.366041,25.124221
599.621443,25.175559
599.876821,25.227653
600.132175,25.276781
600.387506,25.324665
600.642813,25.375753
600.898096,25.428393
601.153356,25.486786
601.408592,25.538004
601.663805,25.577886
601.918993,25.618748
602.174158,25.656627
602.4293,25.703265
602.684417,25.744965
602.939511,25.783512
603.194581,25.840526
603.449627,25.897692
603.704649,25.951065
603.959648,26.002977
604.214623,26.068762
604.469574,26.12281
604.724501,26.173967
604.979404,26.218772
605.234283,26.264648
605.489139,26.289749
605.74397,26.312018
605.998778,26.345515
606.253561,26.385462
606.508321,26.419526
606.763057,26.451664
607.017769,26.506718
607.272456,26.546165
607.52712,26.585894
607.78176,26.632258
608.036375,26.699073
608.290967,26.735672
608.545535,26.765051
608.800078,26.798945
609.054598,26.824395
609.309093,26.848274
609.563564,26.8851
609.818011,26.919735
610.072434,26.950865
610.326833,27.001154
610.581207,27.046568
610.835558,27.092365
611.089884,27.132813
611.344186,27.181494
611.598463,27.232128
611.852717,27.283372
612.106946,27.330523
612.361151,27.374986
612.615332,27.419817
612.869488,27.449652
613.12362,27.474247
613.377728,27.505932
613.631811,27.540657
613.88587,27.559865
614.139905,27.589862
614.393915,27.628806
614.647901,27.666055
614.901863,27.694464
615.1558,27.743818
615.409712,27.803377
615.6636,27.850682
615.917464,27.881385
616.171303,27.911646
616.425118,27.948382
616.678908,27.984033
616.932674,28.027657
617.186415,28.079481
617.440132,28.129439
617.693824,28.170601
617.947491,28.206205
618.201134,28.244409
618.454752,28.304175
618.708346,28.346727
618.961915,28.404678
619.215459,28.463782
619.468979,28.489572
619.722474,28.492947
619.975944,28.517247
620.22939,28.55495
620.482811,28.588779
620.736207,28.632749
620.989579,28.681536
621.242925,28.739986
621.496247,28.781505
621.749544,28.826078
622.002817,28.872253
622.256064,28.927442
622.509287,28.960769
622.762485,29.009911
623.015658,29.062608
623.268806,29.112299
623.521929,29.142002
623.775027,29.176412
624.028101,29.231371
624.281149,29.267045
624.534173,29.296009
624.787172,29.320006
625.040145,29.37176
625.293094,29.410724
625.546018,29.438088
625.798916,29.465011
626.05179,29.506042
626.304639,29.548819
626.557462,29.583519
626.810261,29.631842
627.063034,29.688054
627.315782,29.716055
627.568506,29.740802
627.821204,29.776204
628.073877,29.828046
628.326525,29.856805
628.579147,29.86248
628.831745,29.895248
629.084317,29.941264
629.336864,29.961264
629.589386,29.979913
629.841883,29.996601
630.094354,30.048236
630.3468,30.089652
630.599221,30.128907
630.851617,30.163209
631.103987,30.209068
631.356332,30.249494
631.608652,30.279356
631.860946,30.33326
632.113215,30.38308
632.365459,30.42472
632.617677,30.452083
632.86987,30.492559
633.122037,30.526858
633.374179,30.552027
633.626296,30.562943
633.878387,30.601829
634.130453,30.63327
634.382493,30.664808
634.634508,30.692139
634.886497,30.727432
635.13846,30.779712
635.390399,30.836638
635.642311,30.871648
635.894198,30.909828
636.14606,30.955713
636.397895,31.005145
636.649706,31.04506
636.90149,31.083055
637.153249,31.117272
637.404983,31.140878
637.65669,31.165349
637.908372,31.203541
638.160028,31.250807
638.411659,31.293268
638.663264,31.315982
638.914843,31.335514
639.166397,31.366822
639.417924,31.41417
639.669426,31.443189
639.920902,31.471578
640.172353,31.501953
640.423777,31.543343
640.675176,31.558984
640.926549,31.564311
641.177896,31.587205
641.429217,31.625651
641.680512,31.665308
641.931781,31.703973
642.183025,31.730752
642.434242,31.771133
642.685434,31.830265
642.936599,31.865973
643.187739,31.898247
643.438853,31.936749
643.68994,31.977039
643.941002,32.00387
644.192038,32.030968
644.443047,32.054786
644.694031,32.082314
644.944988,32.101206
645.19592,32.114357
645.446825,32.141725
645.697704,32.195101
645.948557,32.240642
646.199384,32.275017
646.450185,32.308467
646.70096,32.3431
646.951708,32.383375
647.202431,32.42154
647.453127,32.463142
647.703797,32.506118
647.95444,32.54346
648.205058,32.5757
648.455649,32.608405
648.706214,32.62894
648.956752,32.651416
649.207265,32.679732
649.457751,32.696891
649.70821,32.725942
649.958644,32.757234
650.209051,32.786133
650.459431,32.823895
650.709785,32.862829
650.960113,32.907817
651.210415,32.961045
651.46069,33.011258
651.710938,33.059961
651.96116,33.105456
652.211356,33.148262
652.461525,33.192739
652.711668,33.242418
652.961784,33.284525
653.211874,33.329024
653.461937,33.360092
653.711973,33.384288
653.961983,33.417256
654.211967,33.457768
654.461924,33.503387
654.711854,33.553278
654.961757,33.594167
655.211634,33.624868
655.461485,33.676581
655.711308,33.727817
655.961105,33.775418
656.210876,33.815836
656.460619,33.867663
656.710336,33.929834
656.960026,33.974753
657.20969,34.014439
657.459327,34.047653
657.708936,34.077673
657.95852,34.106499
658.208076,34.131472
658.457605,34.152279
658.707108,34.173326
658.956584,34.190165
659.206033,34.216592
659.455455,34.232314
659.70485,34.27144
659.954219,34.312114
660.20356,34.345601
660.452875,34.389843
660.702162,34.424861
660.951423,34.465466
661.200656,34.512206
661.449863,34.565662
661.699043,34.598421
661.948195,34.627389
662.197321,34.664964
662.44642,34.697205
662.695491,34.720364
662.944536,34.721878
663.193553,34.728509
663.442544,34.745805
663.691507,34.762352
663.940443,34.785217
664.189352,34.798863
664.438234,34.825862
664.687088,34.870713
664.935916,34.909424
665.184716,34.957709
665.433489,35.011969
665.682235,35.067432
665.930954,35.136643
666.179646,35.195104
666.42831,35.25463
666.676947,35.290522
666.925556,35.322275
667.174139,35.351688
667.422694,35.374152
667.671221,35.387643
667.919722,35.391703
668.168195,35.40479
668.41664,35.425813
668.665059,35.445445
668.913449,35.455541
669.161813,35.469929
669.410149,35.500896
669.658458,35.553127
669.906739,35.604458
670.154992,35.659814
670.403219,35.712384
670.651417,35.758786
670.899588,35.79267
671.147732,35.83134
671.395848,35.887603
671.643937,35.897315
671.891998,35.899372
672.140031,35.902253
672.388037,35.90875
672.636016,35.909605
672.883966,35.903246
673.131889,35.896341
673.379785,35.900795
673.627652,35.909349
673.875492,35.930539
674.123305,35.978296
674.371089,36.042905
674.618846,36.110093
674.866575,36.174731
675.114277,36.251446
675.361951,36.31569
675.609597,36.380515
675.857215,36.432003
676.104805,36.4913
676.352368,36.536406
676.599902,36.565359
676.847409,36.580509
677.094888,36.590397
677.34234,36.59236
677.589763,36.612795
677.837158,36.637245
678.084526,36.670938
678.331865,36.696152
678.579177,36.712921
678.826461,36.739875
679.073716,36.7781
679.320944,36.826159
679.568144,36.863343
679.815315,36.922852
680.062459,36.98789
680.309575,37.059693
680.556662,37.113676
680.803722,37.154577
681.050754,37.205165
681.297757,37.239196
681.544732,37.268783
681.791679,37.293096
682.038598,37.3122
682.285489,37.322542
682.532352,37.337344
682.779187,37.352272
683.025993,37.373568
683.272771,37.380496
683.519521,37.410442
683.766243,37.450862
684.012937,37.490204
684.259602,37.527208
684.506239,37.580155
684.752847,37.634047
684.999428,37.669175
685.24598,37.726102
685.492504,37.771616
685.738999,37.802699
685.985466,37.836243
686.231905,37.868896
686.478315,37.895287
686.724697,37.926407
686.971051,37.945682
687.217376,37.95902
687.463672,37.993545
687.709941,38.005859
687.95618,38.009003
688.202392,38.007845
688.448574,38.04144
688.694729,38.089774
688.940854,38.130477
689.186952,38.1647
689.43302,38.210733
689.67906,38.24486
689.925072,38.284382
690.171055,38.329613
690.417009,38.386638
690.662935,38.444836
690.908832,38.507326
691.154701,38.550226
691.40054,38.586878
691.646351,38.622397
691.892134,38.64159
692.137888,38.655846
692.383613,38.685598
692.629309,38.702897
692.874976,38.715965
693.120615,38.725003
693.366225,38.740305
693.611807,38.758646
693.857359,38.797575
694.102883,38.840451
694.348377,38.888393
694.593843,38.944811
694.839281,39.0049
695.084689,39.052928
695.330068,39.103647
695.575419,39.162019
695.82074,39.226215
696.066033,39.27487
696.311297,39.323813
696.556531,39.359671
696.801737,39.388906
697.046914,39.431123
697.292062,39.447339
697.537181,39.457296
697.78227,39.475472
698.027331,39.489534
698.272363,39.513999
698.517365,39.524312
698.762339,39.53528
699.007284,39.553593
699.252199,39.581283
699.497085,39.615206
699.741942,39.663803
699.98677,39.720129
700.231569,39.781565
700.476339,39.829451
700.721079,39.873261
700.965791,39.906408
701.210473,39.949943
701.455126,39.984919
701.699749,40.020412
701.944344,40.072666
702.188909,40.105069
702.433444,40.125415
702.677951,40.144354
702.922428,40.156769
703.166876,40.168338
703.411295,40.181555
703.655684,40.215225
703.900043,40.255458
704.144374,40.285485
704.388675,40.318893
704.632947,40.348917
704.877189,40.395298
705.121402,40.453522
705.365585,40.50158
705.609739,40.537669
705.853863,40.575589
706.097958,40.62045
706.342023,40.658023
706.586059,40.704017
706.830066,40.742598
707.074042,40.78203
707.31799,40.808363
707.561907,40.837548
707.805795,40.859906
708.049654,40.893217
708.293483,40.924163
708.537282,40.940572
708.781051,40.954547
709.024791,40.974411
709.268501,41.002239
709.512182,41.031378
709.755833,41.05802
709.999454,41.088419
710.243045,41.106316
710.486607,41.155974
710.730139,41.200973
710.973641,41.250307
711.217113,41.29763
711.460556,41.346919
711.703969,41.38423
711.947352,41.427834
712.190705,41.476211
712.434028,41.516787
712.677321,41.54548
712.920585,41.565293
713.163818,41.584738
713.407022,41.596791
713.650196,41.610478
713.89334,41.61913
714.136454,41.618498
714.379538,41.630821
714.622591,41.648309
714.865615,41.671307
715.108609,41.696315
715.351573,41.733407
715.594507,41.763282
715.837411,41.804407
716.080285,41.847158
716.323129,41.901996
716.565942,41.95244
716.808726,41.99728
717.051479,42.043853
717.294202,42.09405
717.536895,42.138238
717.779558,42.19539
718.022191,42.238272
718.264794,42.266844
718.507366,42.283065
718.749909,42.306438
718.99242,42.325401
719.234902,42.322139
719.477354,42.314105
719.719775,42.311639
719.962166,42.30994
720.204526,42.308691
720.446857,42.298788
720.689157,42.301423
720.931426,42.310605
721.173666,42.336427
721.415875,42.37009
721.658053,42.418029
721.900201,42.470057
722.142319,42.50323
722.384407,42.528368
722.626463,42.551331
722.86849,42.571837
723.110486,42.603213
723.352451,42.626648
723.594386,42.657232
723.836291,42.661633
724.078165,42.671701
724.320008,42.693546
724.561821,42.686238
724.803604,42.675029
725.045356,42.677429
725.287077,42.695695
725.528767,42.712518
725.770427,42.730872
726.012057,42.760729
726.253655,42.79532
726.495223,42.819952
726.736761,42.845755
726.978268,42.875259
727.219744,42.907557
727.461189,42.936667
727.702603,42.974751
727.943987,43.01561
728.18534,43.047352
728.426663,43.067951
728.667954,43.065893
728.909215,43.078165
729.150445,43.096631
729.391644,43.118253
729.632812,43.134715
729.873949,43.132461
730.115056,43.120261
730.356132,43.120644
730.597176,43.136197
730.83819,43.160678
731.079173,43.190069
731.320125,43.216699
731.561046,43.245052
731.801936,43.275044
732.042795,43.300848
732.283623,43.335121
732.52442,43.377137
732.765187,43.402139
733.005922,43.432314
733.246626,43.433769
733.487299,43.448085
733.72794,43.469829
733.968551,43.494131
734.209131,43.513989
734.44968,43.542288
734.690197,43.543467
734.930683,43.55821
735.171138,43.585345
735.411562,43.616002
735.651955,43.636805
735.892317,43.653224
736.132647,43.676344
736.372946,43.704185
736.613214,43.718247
736.853451,43.746905
737.093656,43.787386
737.33383,43.798553
737.573973,43.808672
737.814085,43.82093
738.054165,43.814469
738.294214,43.834193
738.534231,43.840532
738.774217,43.861464
739.014172,43.8734
739.254095,43.888623
739.493987,43.9047
739.733848,43.940679
739.973677,43.967829
740.213474,43.985099
740.453241,44.020062
740.692975,44.038819
740.932679,44.055311
741.17235,44.06252
741.41199,44.058927
741.651599,44.067874
741.891176,44.059383
742.130722,44.061822
742.370236,44.076013
742.609718,44.081484
742.849169,44.082283
743.088588,44.072108
743.327976,44.081529
743.567331,44.104955
743.806656,44.125122
744.045948,44.131339
744.285209,44.159659
744.524438,44.181777
744.763636,44.206076
745.002802,44.229536
745.241936,44.265513
745.481038,44.293784
745.720108,44.333436
745.959147,44.346482
746.198154,44.364843
746.437129,44.404753
746.676072,44.419309
746.914984,44.434538
747.153863,44.444746
747.392711,44.438681
747.631527,44.432532
747.870311,44.421834
748.109063,44.420769
748.347783,44.431827
748.586471,44.447952
748.825127,44.445094
749.063752,44.438284
749.302344,44.437784
749.540904,44.441755
749.779432,44.453072
750.017929,44.47707
750.256393,44.492729
750.494825,44.535281
750.733225,44.564853
750.971593,44.599898
751.209929,44.631392
751.448233,44.654083
751.686505,44.688381
751.924745,44.73337
752.162952,44.770862
752.401128,44.786026
752.639271,44.78021
752.877382,44.763644
753.115461,44.758386
753.353507,44.778051
753.591521,44.802194
753.829504,44.804556
754.067453,44.809819
754.305371,44.797561
754.543256,44.799897
754.781109,44.806032
